sample_id,subject_id,dataset,cohort,test_fold,arm,arm_label,seed,logit_resolution,effective_spacing_mm,shared_frontend_sha256,dice_femur,iou_femur,assd_mm_femur,hd95_mm_femur,empty_prediction_femur,prediction_components_femur,target_components_femur,false_bridge_femur,dice_tibia,iou_tibia,assd_mm_tibia,hd95_mm_tibia,empty_prediction_tibia,prediction_components_tibia,target_components_tibia,false_bridge_tibia,dice_patella,iou_patella,assd_mm_patella,hd95_mm_patella,empty_prediction_patella,prediction_components_patella,target_components_patella,false_bridge_patella,dice_fibula,iou_fibula,assd_mm_fibula,hd95_mm_fibula,empty_prediction_fibula,prediction_components_fibula,target_components_fibula,false_bridge_fibula,dice_macro,assd_mm_macro
Case15_PartRight,Case15,Ruikar,fractured,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.571404227717357,0.39997614356953765,9.237663281551214,22.124691028916086,False,1,1,False,0.6045028647539494,0.43318101448296054,8.022013379695872,19.88737822087165,False,1,1,False,0.24537671232876712,0.13984580852932565,7.789880265858593,15.189236011893422,False,1,2,True,0.1691237567494713,0.0923731231823784,13.867849353775409,26.180618875181313,False,1,1,False,0.3976018903873862,9.72935157022027
Case2_PartLeft,Case2,Ruikar,fractured,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.620816293785736,0.450133141066335,7.438676577129911,16.554390703450853,False,1,1,False,0.5826160298552299,0.4110502461769213,7.490963008827309,18.879759333741518,False,1,1,False,0.2749885622095403,0.1594126022502024,6.627321234564181,13.509075363898893,False,1,1,False,0.14407479400684636,0.07762963374903259,13.874334669466599,27.91807560188381,False,1,1,False,0.4056239199643381,8.857823872497
Case3_PartLeft,Case3,Ruikar,fractured,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.5866548066479731,0.4150824649260706,8.4777432130806,21.763106683100187,False,1,1,False,0.5387192617972242,0.36866239847915405,8.981212161918226,20.432338797846906,False,1,3,True,0.01866364665911665,0.009419726553568979,10.124353738268818,17.763776563909488,False,1,1,False,0.058133461711394614,0.029936898630854653,25.21804268371811,54.15477133007303,False,1,21,True,0.30054279420392715,13.200337949246439
VSD_001_Left,VSD_001,VSD,healthy,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.7168339443966378,0.5586447219877343,5.889502585214075,15.169131124177811,False,1,1,False,0.6873884830983523,0.523680063939175,5.968479474496303,13.975424859373685,False,1,1,False,0.7230850705310289,0.5662750539158762,2.7931405950318466,6.89981317681863,False,1,1,False,0.24829881619047134,0.14174724461308014,11.366510982564948,27.91807560188381,False,1,1,False,0.5939015785541226,6.504408409326793
VSD_001_Right,VSD_001,VSD,healthy,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.7254849607807317,0.5692243233356769,5.488300220280999,17.134150155829147,False,1,19,True,0.6831626957404495,0.5187905092987836,6.687052387062608,16.105881350068987,False,1,11,True,0.5359550039510993,0.3660782321564643,5.914722114295353,15.249391637455574,False,1,4,True,0.26304842453632415,0.15144257805005523,10.927063693738942,26.573986487023358,False,1,5,True,0.5519127712521512,7.254284603844477
VSD_002_Left,VSD_002,VSD,healthy,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.6759933851536583,0.5105664711743989,6.221391204626141,13.372845912987257,False,2,1,False,0.6438458053944623,0.47475855470972955,7.027039789618143,19.779670158081505,False,1,1,False,0.44984371817916186,0.2901924944307991,6.403300448366026,10.993161937086162,False,1,1,False,0.1336244505369541,0.07159569282580759,16.410201119393886,34.685652257868455,False,2,1,False,0.47582683981605917,9.015483140501049
VSD_002_Right,VSD_002,VSD,healthy,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.6719008537635789,0.505911667564592,6.593542608894558,13.733121743161677,False,1,1,False,0.6371537004351171,0.46751691708635207,7.403034526190751,19.232083789204953,False,1,1,False,0.455302396611132,0.2947517984181869,6.8655255321421595,14.925760292611562,False,1,1,False,0.21982825067783854,0.12348710216390237,12.143937417196254,24.828513409485474,False,1,1,False,0.49604630037191666,8.251510021105931
VSD_z027_Left,VSD_z027,VSD,healthy,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.7302813821256743,0.5751521414628545,5.434396578634852,13.28125,False,1,1,False,0.6403708892467972,0.4709893927558278,7.758986745573949,19.216209181638817,False,1,1,False,0.4350848385331144,0.27802455318107094,7.2654736937781434,13.51358967794546,False,1,1,False,0.35898619095072826,0.2187587873856518,9.382302818801728,21.495025769058756,False,1,1,False,0.5411808252140785,7.460289959197167
VSD_z027_Right,VSD_z027,VSD,healthy,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.7320753482671001,0.5773807988247226,5.458304432489101,12.153397801643786,False,1,1,False,0.6627732149347474,0.49563261993918717,6.752568068172672,17.917726470593305,False,1,1,False,0.6796829580248828,0.5147876884237719,3.46811219189928,7.733980419227864,False,1,1,False,0.2529352934927153,0.14477728990266261,17.928312651633295,52.02767206472853,False,1,1,False,0.5818667036798614,8.401824336048588
VSD_z046_Left,VSD_z046,VSD,healthy,0,residual_vnet_style,"V (PReLU, residual)",42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.6684554887504884,0.5020151283739022,7.315932418414361,17.276050302731235,False,1,1,False,0.7258065253884541,0.5696203440452601,5.705982428711774,15.991788664420875,False,1,1,False,0.5131864179409162,0.3451585485452762,5.405315227104595,13.576677497642788,False,1,1,False,0.27323854259235747,0.1582375732445209,10.184421159335116,23.799290955824713,False,1,1,False,0.5451717436680541,7.152912808391462
