sample_id,subject_id,dataset,cohort,test_fold,arm,arm_label,seed,logit_resolution,effective_spacing_mm,shared_frontend_sha256,dice_femur,iou_femur,assd_mm_femur,hd95_mm_femur,empty_prediction_femur,prediction_components_femur,target_components_femur,false_bridge_femur,dice_tibia,iou_tibia,assd_mm_tibia,hd95_mm_tibia,empty_prediction_tibia,prediction_components_tibia,target_components_tibia,false_bridge_tibia,dice_patella,iou_patella,assd_mm_patella,hd95_mm_patella,empty_prediction_patella,prediction_components_patella,target_components_patella,false_bridge_patella,dice_fibula,iou_fibula,assd_mm_fibula,hd95_mm_fibula,empty_prediction_fibula,prediction_components_fibula,target_components_fibula,false_bridge_fibula,dice_macro,assd_mm_macro
Case15_PartRight,Case15,Ruikar,fractured,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.5041553949244956,0.33703727861427674,12.027252570331184,27.455130298133717,False,1,1,False,0.5287800956602472,0.3594160832792367,10.556867230959723,22.22103539582483,False,1,1,False,0.39839104773699985,0.24874426880175188,8.474769119993056,19.595207224042355,False,1,2,True,0.10941513738823239,0.057873698003209295,21.078293093143696,45.405682679929605,False,1,1,False,0.38518541892749375,13.034295503606915
Case2_PartLeft,Case2,Ruikar,fractured,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.5304529669695921,0.36096358608933066,10.42280804906591,18.504248878635956,False,1,1,False,0.5542892750813543,0.3834026168081071,9.329875625649983,22.71006539648224,False,1,1,False,0.43018830553315507,0.2740381582386287,7.421981587707663,16.568209063907492,False,1,1,False,0.12950857654589995,0.0692377280761576,21.384173528232587,50.09756106837936,False,1,1,False,0.4111097810325003,12.139709697664035
Case3_PartLeft,Case3,Ruikar,fractured,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.5044668987527786,0.3373157694283538,10.954004302753654,26.493476496583078,False,1,1,False,0.4898920935369822,0.32440866738086943,10.398152053680288,22.990529639940878,False,1,3,True,0.10266567096334296,0.054110479841193784,15.202115795845746,29.95357736356377,False,1,1,False,0.03408785369566109,0.017339459324131983,29.099808253049122,60.500234051716696,False,1,21,True,0.2827781292371912,16.413520101332203
VSD_001_Left,VSD_001,VSD,healthy,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.6841195762314819,0.5198949417244527,6.965712786458892,16.02990978803374,False,1,1,False,0.579993329256768,0.4084440877684042,8.723390453694154,22.00019975051363,False,1,1,False,0.6753510511701706,0.5098339841410536,3.8392065700702727,10.539638721275033,False,1,1,False,0.11846820848042308,0.06296370277365597,23.65210562750527,55.74726506959925,False,1,1,False,0.5144830412847109,10.795103859432148
VSD_001_Right,VSD_001,VSD,healthy,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.6692895303889728,0.5029565376340724,7.060722969330479,18.43816206438429,False,1,19,True,0.6857594311672921,0.5217914036669672,6.638773484793401,13.026040625416458,False,1,11,True,0.5222371870067052,0.353397163885105,6.100765276119462,14.447845319458539,False,1,4,True,0.11481074440055862,0.06090144215470387,18.488696445627124,34.277204638250474,False,1,5,True,0.4980242232408822,9.572239543967616
VSD_002_Left,VSD_002,VSD,healthy,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.6189777305864668,0.4482025701506773,8.010114155962391,15.349127112803515,False,1,1,False,0.5227265949906295,0.3538455327348926,10.251745344367698,23.76079113397742,False,1,1,False,0.4073685230649955,0.2557832925975883,7.740716758763518,15.108655942041965,False,1,1,False,0.07649140896877882,0.039766606359564347,27.346718848692717,60.40861226844208,False,1,1,False,0.40639106440271766,13.337323776946581
VSD_002_Right,VSD_002,VSD,healthy,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.5988381816762741,0.42738688268903285,8.632339034327575,15.991788664420875,False,1,1,False,0.5724180510615917,0.4009703621478673,9.196227002996707,21.079277442550065,False,1,1,False,0.4080155898494032,0.25629370944078916,7.838797083425784,16.64630918176759,False,1,1,False,0.11847326925568517,0.06296656184566574,21.51830078629055,45.082931394542214,False,1,1,False,0.4244362729607386,11.796415976760155
VSD_z027_Left,VSD_z027,VSD,healthy,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.7007223357514675,0.5393168489175456,6.440443820237947,15.169131124177811,False,1,1,False,0.632103711997483,0.46209915001708085,7.791974667641294,17.90068630842125,False,1,1,False,0.42400560805898846,0.2690400487636118,8.102097335878884,18.586526958391122,False,1,1,False,0.16705649103251682,0.09114110184804416,20.329758348474584,45.540241217814,False,1,1,False,0.4809720367101139,10.666068543058177
VSD_z027_Right,VSD_z027,VSD,healthy,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.677026385372024,0.5117459470742398,7.1271807592249425,14.10583600411546,False,1,1,False,0.5837192697750165,0.4121494117075855,8.886073061918164,22.13848018016368,False,1,1,False,0.5164563492916568,0.3481234603680626,6.1487935386078885,12.128261481453144,False,1,1,False,0.16748956197199535,0.09139896750178061,21.290088480146405,50.17881833946412,False,1,1,False,0.4861728916026732,10.863033959974349
VSD_z046_Left,VSD_z046,VSD,healthy,0,plain_prelu_style,PReLU + plain,42,128,1.5625,2363169c418eb683be5a71e712424a0504deed633ea74b62fe8e3c2623466a78,0.6624743035880171,0.49529837472667343,7.796468094414237,16.48048680447577,False,1,1,False,0.6857799298655628,0.521815139982919,6.615803761920816,15.428451295415234,False,1,1,False,0.4675082008055475,0.3050640799848267,7.108759427406803,18.912060057672193,False,1,1,False,0.1030656978905188,0.05433277144912443,25.187872175893798,57.66450652264354,False,1,1,False,0.4797070330374116,11.677225864908912
